IntReputation,Age,SkillMoves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Jumping,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,ChampionsLeague,Club,GVB
-0.4036797516347192,-0.7420917831814309,-1.0319761338623366,-0.10086651118510585,-0.23170200195760643,0.23503982260979403,-0.12839742335073792,0.3124429932175341,-0.029395529673019595,-0.16291377589984296,-0.24031254502575802,0.7432365120493186,-0.12913041864624525,0.09820306446640048,0.602958941594285,-0.6092949987181908,0.13612049156098172,0.21836851362402945,-0.29215262673547776,-0.5849615848289591,-0.7285401972154419,-0.3059118616147024,0.2730243134984344,0.29500417404414203,-0.14403780047891934,Club_673,1
-0.09465698370356224,1.2841961112709763,0.1416552711386687,0.14415200832023686,-0.19389528562004726,0.019260542174204375,-0.1626846288016329,0.2611209019751626,-0.16321039979074764,-0.14488573063482477,0.49932263580816166,0.1584443097104401,0.6055500840319527,0.5321373358876829,0.4206580969863525,-0.14454626361723827,-0.46103126061143357,-0.43965620269169525,0.0606446877199619,-0.08655556409960968,-0.537879913613731,-0.5621589882736422,-0.2574863645054605,-0.18616015699034352,-0.14403780047891934,Club_674,1
0.5233885521587525,-0.7940478830391843,0.7284709736391706,1.1242260863416151,1.1671465025320613,1.286963814733297,0.8830751374506339,0.928308088126001,1.0634259096217595,1.1531335284465594,0.4253591177247697,0.45084041087987936,-0.016102649003443718,1.0022327965940754,-0.7825274774260016,0.8922009146848883,0.6138418932989139,1.7736996612793776,0.8776489948799234,0.8917969951098526,0.07223299391174459,0.9582406299027265,1.3870967373066176,1.2840641878372532,-0.14403780047891934,Club_675,1
-0.4036797516347192,-0.9499161826124467,0.7284709736391706,-0.34588503069045107,-0.19389528562004726,-0.4122980186969776,-0.09411021789984565,-0.1494558279638161,0.37204908068016457,0.21567517466555958,0.27743208155798577,0.45084041087987936,2.103168031799055,-0.6611819105208468,-0.27208511252379075,-0.323295777117605,0.13612049156098172,-0.11064384453383164,-0.7192230600236398,-0.21577193984425622,-0.9954645942578383,-0.20341301095112796,-0.018756559403708434,-0.18616015699034352,-0.14403780047891934,Club_676,0
-0.4036797516347192,0.0892058145426346,-0.15175258011158294,0.529181110400064,0.3732054594433322,0.20806741255534597,0.16304382298185852,-0.04681164547907087,0.3274441239742552,0.2517312651955985,0.20346856347459377,-0.09740227881281922,0.5207792567998536,0.29708960553448793,0.530038603751112,-0.18029616631731213,-0.2699426999162607,0.36791958551396586,0.3577371630508565,0.2272556341373857,-0.23282345985099454,0.36033066769853644,0.3791264490992134,0.5623176912855234,-0.14403780047891934,Club_677,1
-0.4036797516347192,1.1802839115554673,-0.7385682826120862,-0.31088238504682997,-0.45854229998295876,-0.5741324790236711,-0.40269506695789226,-0.2007779192061876,-0.5200500534380225,-0.5054466359352091,0.05554152730780985,-0.7552935064440576,-0.12913041864624525,-0.10068347660168953,-0.053324098994271846,-0.5020452906179718,0.11223442147408509,-0.708848132093581,-0.47783542381728755,0.04266081164503424,-0.8048043106561273,-0.11799730206481508,-0.8145225764095521,-0.5871304328524144,-0.14403780047891934,Club_678,0
1.2959454719866457,0.14116191440038806,0.1416552711386687,1.6842684166395454,1.3561800842198546,1.9612740660945165,0.848787931999739,1.0309522706107461,1.0411234312688047,1.0810213473864816,0.8691402262251214,0.8163355373416784,0.23820983269285373,1.3638446894451453,1.1863216443396687,1.2139500389855478,1.2348797155582258,1.5344179462554763,1.0819000716699159,0.5595263146236205,-0.27095551657133726,0.6165777943574751,1.5993010085081782,1.5246463533544945,-0.14403780047891934,Club_679,1
1.1414340880210672,-0.2225307846038902,0.7284709736391706,1.0892234406979941,0.9024994881691526,1.4757706851144385,1.2259471919595728,0.7743418143988843,1.576382911739717,1.441582252686866,-0.24031254502575802,0.6701374867569588,0.09692512063935381,1.2191999323047178,0.49357843482952546,0.9994506227851099,1.1632215052975359,1.86343030441334,1.1376049107944581,1.2240676755960846,-0.34721963001202,0.8899080627936776,1.5197244068075932,1.2840641878372532,-0.14403780047891934,Club_680,1
-0.4036797516347192,1.2322400114132228,-0.15175258011158294,-0.90592736098838,-1.3659034920843653,-0.49321524886032436,-0.9512903541721942,-0.9706092878417713,-0.9214946637912066,-0.9922038580907285,-1.3497653162766374,-0.9745905823211369,-3.2656510262339418,-1.3482445069378792,-1.5481910247793178,-0.6807948041183385,-1.5120183444348845,-0.5592970602036433,-0.8863375773972683,-1.0279891588106036,-0.08029523296962632,-1.0746532415915193,-0.3635885001062421,-0.5069363776800023,-0.14403780047891934,Club_681,0
0.21436578422759625,1.3361522111287296,0.1416552711386687,0.5641837560436851,0.7512726228189186,0.7744880236987708,0.5916338911180349,0.8256639056412579,0.46125899409198323,0.3959556273157518,-0.9429659668179817,-0.6456449685055178,0.8316056233175558,0.4417343626749154,0.602958941594285,0.7134514011845215,-0.0071959289603979555,0.18845829924604116,0.4320102818835815,0.31955304538356144,0.8348741283185883,0.4286632348075877,0.14039664399746135,0.21481011887172732,-0.14403780047891934,Club_682,1
